FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,Has_fight
Jim Miller,68.0,155.0,71.0,Southpaw,1983-08-30,http://ufcstats.com/fighter-details/d1941565abf50b16,True
Cole Miller,73.0,145.0,73.0,Orthodox,1984-04-26,http://ufcstats.com/fighter-details/282fa667ff9c51ed,True
Che Mills,73.0,170.0,76.0,Orthodox,1982-09-29,http://ufcstats.com/fighter-details/6cadfd8f1d9e7685,True
Adam Milstead,75.0,205.0,76.0,Orthodox,1987-07-03,http://ufcstats.com/fighter-details/72ffecf712673af1,True
Alberto Mina,72.0,170.0,77.0,Orthodox,1982-05-02,http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11,True
Darrick Minner,67.0,145.0,69.0,Orthodox,1990-04-28,http://ufcstats.com/fighter-details/34e516ab361afb1c,True
Ikuhisa Minowa,69.0,181.0,,Orthodox,1976-01-12,http://ufcstats.com/fighter-details/ce6065baef021cf3,True
Carlton Minus,70.0,170.0,75.0,Orthodox,1993-04-26,http://ufcstats.com/fighter-details/40d8b74488743800,True
Stipe Miocic,76.0,240.0,80.0,Orthodox,1982-08-19,http://ufcstats.com/fighter-details/d28dee5c705991df,True
Frank Mir,75.0,264.0,79.0,Southpaw,1979-05-24,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,True
Mario Miranda,75.0,185.0,74.0,Orthodox,1979-07-12,http://ufcstats.com/fighter-details/df2bf09c99594848,True
Vitor Miranda,73.0,185.0,77.0,Orthodox,1979-03-10,http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa,True
Dokonjonosuke Mishima,67.0,155.0,,Southpaw,1972-04-19,http://ufcstats.com/fighter-details/b14a68c533f4a4aa,True
Felix Lee Mitchell,,,,Orthodox,,http://ufcstats.com/fighter-details/6cbb7661c3258617,True
David Mitchell,72.0,170.0,75.0,Orthodox,1979-10-24,http://ufcstats.com/fighter-details/8f3df4c579cfbb69,True
Danny Mitchell,74.0,170.0,,Orthodox,1986-08-08,http://ufcstats.com/fighter-details/c06d554ce1713fd3,True
Bryce Mitchell,70.0,145.0,70.0,Southpaw,1994-10-04,http://ufcstats.com/fighter-details/d9c6f19f958643e9,True
Roman Mitichyan,70.0,170.0,,Orthodox,1978-09-04,http://ufcstats.com/fighter-details/2961be02cfb0d2c1,True
Matt Mitrione,75.0,265.0,82.0,Switch,1978-07-15,http://ufcstats.com/fighter-details/ba280572acfba13f,True
Eiji Mitsuoka,67.0,145.0,,Southpaw,1976-01-01,http://ufcstats.com/fighter-details/2b4faacc16d66898,True
Takeya Mizugaki,67.0,135.0,69.0,Orthodox,1983-12-16,http://ufcstats.com/fighter-details/48e093ea1f43a053,True
Roxanne Modafferi,67.0,125.0,69.0,Orthodox,1982-09-24,http://ufcstats.com/fighter-details/4498b382c65a7faa,True
Bobby Moffett,70.0,145.0,73.0,Orthodox,1990-06-01,http://ufcstats.com/fighter-details/d76ad9a08c4408ff,True
Nate Mohr,69.0,155.0,72.0,Orthodox,1983-03-03,http://ufcstats.com/fighter-details/04c15b52c3cc1cab,True
Renato Moicano,71.0,155.0,72.0,Orthodox,1989-05-21,http://ufcstats.com/fighter-details/b6452706b373eea1,True
Thiago Moises,69.0,155.0,70.0,Orthodox,1995-03-23,http://ufcstats.com/fighter-details/d945aae53e3e54e6,True
Muhammad Mokaev,69.0,125.0,,,2000-07-30,http://ufcstats.com/fighter-details/75353550928a7921,True
Ashkan Mokhtarian,66.0,125.0,67.0,Southpaw,1985-09-15,http://ufcstats.com/fighter-details/e9bc5748e6a76bb6,True
Suman Mokhtarian,68.0,145.0,72.0,Orthodox,1992-06-13,http://ufcstats.com/fighter-details/192520689012c7e4,True
Jeff Molina,66.0,125.0,69.0,Orthodox,1997-07-17,http://ufcstats.com/fighter-details/008ea710276c9606,True
Rudyard Moncayo,70.0,195.0,,Orthodox,,http://ufcstats.com/fighter-details/02d276b7d62b3472,True
Jeff Monson,69.0,247.0,74.0,Orthodox,1971-01-18,http://ufcstats.com/fighter-details/cbfd1d34356a004c,True
Darrell Montague,66.0,125.0,67.0,Southpaw,1987-11-03,http://ufcstats.com/fighter-details/bffeb123b21c9aad,True
Augusto Montano,73.0,170.0,73.0,Orthodox,1984-10-25,http://ufcstats.com/fighter-details/94508d80e1f885fc,True
Erick Montano,72.0,170.0,73.0,Orthodox,1985-11-19,http://ufcstats.com/fighter-details/8163cd7de0342652,True
Nicco Montano,65.0,135.0,65.0,Southpaw,1988-12-16,http://ufcstats.com/fighter-details/1de9ad94de18eeaf,True
Steve Montgomery,76.0,185.0,,Southpaw,1990-12-19,http://ufcstats.com/fighter-details/6e92eb1242b46636,True
James Moontasri,70.0,170.0,71.0,Switch,1988-04-10,http://ufcstats.com/fighter-details/c06a9b48d4132c8e,True
Homer Moore,70.0,205.0,,Orthodox,1971-11-27,http://ufcstats.com/fighter-details/e56df3c1d8b4b1cc,True
Sergio Moraes,72.0,170.0,72.0,Orthodox,1982-07-23,http://ufcstats.com/fighter-details/1bcaac2d99b90fce,True
Marlon Moraes,66.0,135.0,67.0,Orthodox,1988-04-26,http://ufcstats.com/fighter-details/fea79f9bc8c68769,True
Sheymon Moraes,68.0,145.0,72.0,Orthodox,1990-10-11,http://ufcstats.com/fighter-details/0d62719b1dcf7c40,True
John Moraga,66.0,125.0,66.0,Orthodox,1984-03-20,http://ufcstats.com/fighter-details/92437c6775b3f7d1,True
Leonardo Morales,68.0,135.0,,Southpaw,1992-12-22,http://ufcstats.com/fighter-details/45230be0641f3f53,True
Albert Morales,69.0,135.0,72.0,Orthodox,1991-05-25,http://ufcstats.com/fighter-details/544d7460b3e44393,True
Joseph Morales,66.0,125.0,69.0,Switch,1994-08-22,http://ufcstats.com/fighter-details/2fe9032955c2e013,True
Vince Morales,67.0,135.0,70.0,Orthodox,1990-11-12,http://ufcstats.com/fighter-details/37098a6e6c27fb66,True
Omar Morales,71.0,145.0,73.0,Orthodox,1985-10-17,http://ufcstats.com/fighter-details/a0e6753c42698f13,True
Michael Morales,72.0,170.0,79.0,Orthodox,1999-06-24,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,True
Sarah Moras,67.0,135.0,67.0,Orthodox,1988-04-30,http://ufcstats.com/fighter-details/539ed332b3078821,True
Christian Morecraft,78.0,260.0,81.0,Orthodox,1986-09-08,http://ufcstats.com/fighter-details/80779d7441af1b52,True
Joe Moreira,71.0,195.0,,Southpaw,,http://ufcstats.com/fighter-details/df85d6ec3493d120,True
Richardson Moreira,74.0,185.0,,Orthodox,1984-03-31,http://ufcstats.com/fighter-details/9147679e1a4ad4a3,True
Vinicius Moreira,76.0,205.0,76.0,Orthodox,1989-02-28,http://ufcstats.com/fighter-details/acb36c908d415c4a,True
Brandon Moreno,67.0,125.0,70.0,Orthodox,1993-12-07,http://ufcstats.com/fighter-details/792be9a24df82ed6,True
Dan Moret,72.0,155.0,73.0,Southpaw,1986-11-21,http://ufcstats.com/fighter-details/66e98b3bb5fc5250,True
Sammy Morgan,70.0,170.0,,Orthodox,1981-09-28,http://ufcstats.com/fighter-details/2067a177a2842fbf,True
Peggy Morgan,73.0,135.0,,,1979-12-16,http://ufcstats.com/fighter-details/92b36014314b028b,True
Alex Morono,71.0,170.0,72.0,Orthodox,1990-08-16,http://ufcstats.com/fighter-details/cdb96af67d096b1e,True
Maryna Moroz,67.0,125.0,67.0,Orthodox,1991-09-08,http://ufcstats.com/fighter-details/b4192a975027aab6,True
Sergey Morozov,66.0,135.0,67.0,Orthodox,1989-06-14,http://ufcstats.com/fighter-details/2f6a993c7f547c13,True
Brad Morris,74.0,205.0,,Orthodox,1979-11-01,http://ufcstats.com/fighter-details/6803d4d6908354ac,True
Scott Morris,70.0,210.0,,Orthodox,,http://ufcstats.com/fighter-details/be9d259be012e8a4,True
Harry Moskowitz,77.0,275.0,,Orthodox,,http://ufcstats.com/fighter-details/4dc496aa0cfc0d95,True
Nikolas Motta,69.0,155.0,70.0,Orthodox,1993-02-08,http://ufcstats.com/fighter-details/37f560436d745c18,True
Flavio Luiz Moura,71.0,183.0,,Open Stance,,http://ufcstats.com/fighter-details/ab35634d1a8c7a11,True
Gegard Mousasi,74.0,185.0,76.0,Orthodox,1985-08-01,http://ufcstats.com/fighter-details/232c582f29f8f65e,True
Kris Moutinho,67.0,135.0,68.0,Southpaw,1992-08-09,http://ufcstats.com/fighter-details/9c27f3217891f3f0,True
Jamie Moyle,61.0,115.0,65.0,Orthodox,1989-03-17,http://ufcstats.com/fighter-details/882d62561063a927,True
Askar Mozharov,75.0,205.0,,,1994-10-26,http://ufcstats.com/fighter-details/e92901944ce91909,True
Lauren Mueller,65.0,125.0,67.0,Orthodox,1991-11-15,http://ufcstats.com/fighter-details/f923e012414c883e,True
Belal Muhammad,71.0,170.0,72.0,Orthodox,1988-07-09,http://ufcstats.com/fighter-details/b1b0729d27936f2f,True
Quinn Mulhern,75.0,155.0,,Orthodox,1984-09-20,http://ufcstats.com/fighter-details/16af2d5a6f28bee2,True
James Mulheron,70.0,243.0,73.0,Orthodox,1988-02-20,http://ufcstats.com/fighter-details/8d5350fa18b79e9a,True
Jamie Mullarkey,72.0,155.0,74.0,Orthodox,1994-08-17,http://ufcstats.com/fighter-details/af9f42e6894047fc,True
Jim Mullen,73.0,215.0,,Southpaw,,http://ufcstats.com/fighter-details/1a49e0670dfaca31,True
Pedro Munhoz,66.0,135.0,65.0,Orthodox,1986-09-07,http://ufcstats.com/fighter-details/6bd02119599741a4,True
Andre Muniz,73.0,185.0,78.0,Southpaw,1990-02-17,http://ufcstats.com/fighter-details/886264a0c9f4ea5e,True
Mark Munoz,72.0,185.0,71.0,Orthodox,1978-02-09,http://ufcstats.com/fighter-details/179f1948dc234f1f,True
Alexander Munoz,69.0,155.0,72.0,Switch,1990-02-27,http://ufcstats.com/fighter-details/f8f1ec513bcfef43,True
Johnny Munoz,69.0,135.0,71.0,Orthodox,1993-02-16,http://ufcstats.com/fighter-details/f6bcbd91b114ff58,True
Makhmud Muradov,74.0,185.0,75.0,Orthodox,1990-02-08,http://ufcstats.com/fighter-details/ea7e5bc78d9de658,True
Kanako Murata,61.0,115.0,62.0,Orthodox,1993-08-10,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0,True
Tom Murphy,74.0,227.0,,Southpaw,1974-11-19,http://ufcstats.com/fighter-details/62918a2118de08b2,True
Lauren Murphy,65.0,125.0,67.0,Orthodox,1983-07-27,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97,True
Lerone Murphy,69.0,145.0,73.0,Orthodox,1991-07-22,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,True
Lee Murray,75.0,185.0,,Orthodox,1977-09-12,http://ufcstats.com/fighter-details/32016899d0a222a3,True
Khalid Murtazaliev,72.0,185.0,76.0,Orthodox,1993-07-15,http://ufcstats.com/fighter-details/231cae8b77fbbcc1,True
Azamat Murzakanov,70.0,225.0,71.0,Southpaw,1989-04-12,http://ufcstats.com/fighter-details/e90a2f22417af68e,True
Nicholas Musoke,72.0,170.0,75.0,Orthodox,1986-04-05,http://ufcstats.com/fighter-details/8b5f9ea38184ded3,True
Magomed Mustafaev,68.0,155.0,71.0,Orthodox,1988-08-02,http://ufcstats.com/fighter-details/31d7446b184e3305,True
Elvis Mutapcic,72.0,185.0,72.0,Orthodox,1986-07-19,http://ufcstats.com/fighter-details/28c55b4087a6f136,True
Na Liang,65.0,115.0,67.0,Orthodox,1996-07-27,http://ufcstats.com/fighter-details/ec0dcceace7d25a3,True
Rin Nakai,61.0,135.0,,Orthodox,1986-10-22,http://ufcstats.com/fighter-details/f9ae6914f604aa9f,True
Kazuhiro Nakamura,71.0,205.0,70.0,Orthodox,1979-07-16,http://ufcstats.com/fighter-details/b034747dc1d15491,True
Keita Nakamura,71.0,170.0,73.0,Southpaw,1984-05-22,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,True
Jutaro Nakao,69.0,170.0,,Southpaw,1970-11-30,http://ufcstats.com/fighter-details/95eb112a85601a0a,True
Yui Chul Nam,69.0,145.0,,Orthodox,1981-07-16,http://ufcstats.com/fighter-details/a00ec21cfbba17b6,True
Tyson Nam,67.0,125.0,68.0,Orthodox,1983-10-06,http://ufcstats.com/fighter-details/6e00cfffd54653c4,True
Rose Namajunas,65.0,115.0,65.0,Orthodox,1992-06-29,http://ufcstats.com/fighter-details/47b63240018d5d86,True
Nad Narimani,68.0,145.0,70.0,Orthodox,1987-04-14,http://ufcstats.com/fighter-details/776a58a67665a171,True
Roger Narvaez,75.0,185.0,,Southpaw,1983-09-09,http://ufcstats.com/fighter-details/3a12a2f096a6d975,True
Allan Nascimento,68.0,125.0,69.0,Orthodox,1991-09-11,http://ufcstats.com/fighter-details/253076a23d03dcd0,True
Rodrigo Nascimento,74.0,246.0,80.0,Orthodox,1992-11-26,http://ufcstats.com/fighter-details/d31a5546c0e9b213,True
Bobby Nash,72.0,170.0,74.0,Orthodox,1990-03-26,http://ufcstats.com/fighter-details/7dfb56f24fe5ddea,True
Reza Nasri,71.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/d41937647eae9a34,True
Rafael Natal,72.0,185.0,77.0,Orthodox,1982-12-25,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0,True
Kevin Natividad,66.0,145.0,70.0,Orthodox,1993-04-02,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1,True
Ismail Naurdiev,70.0,170.0,74.0,Orthodox,1996-08-18,http://ufcstats.com/fighter-details/6a96ad1bc34fb113,True
Tafon Nchukwi,72.0,205.0,77.0,Orthodox,1994-10-14,http://ufcstats.com/fighter-details/6aae253467e8f9ce,True
Dustin Neace,69.0,145.0,,,1986-09-12,http://ufcstats.com/fighter-details/e503aa5c252a1b4d,True
Geoff Neal,71.0,170.0,75.0,Southpaw,1990-08-28,http://ufcstats.com/fighter-details/b997be68943010fc,True
Stanislav Nedkov,71.0,205.0,71.0,Orthodox,1981-12-09,http://ufcstats.com/fighter-details/1d4bbaabd8b60173,True
Josh Neer,71.0,170.0,72.0,Orthodox,1983-03-24,http://ufcstats.com/fighter-details/d1a1314976c50bef,True
Nicolae Negumereanu,72.0,205.0,78.0,Orthodox,1994-09-04,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb,True
Steve Nelmark,72.0,240.0,,Orthodox,,http://ufcstats.com/fighter-details/13e62d766b709aa6,True
Shane Nelson,69.0,155.0,70.0,Southpaw,1984-11-29,http://ufcstats.com/fighter-details/2db7fa8db6bc9632,True
Roy Nelson,72.0,263.0,73.0,Orthodox,1976-06-20,http://ufcstats.com/fighter-details/3f7c14c7eca7195d,True
Gunnar Nelson,71.0,170.0,72.0,Switch,1988-07-28,http://ufcstats.com/fighter-details/fd55393021a8c255,True
Kyle Nelson,71.0,155.0,71.0,Switch,1991-04-20,http://ufcstats.com/fighter-details/31f8081c7600da93,True
Mario Neto,72.0,229.0,,Orthodox,,http://ufcstats.com/fighter-details/1209b5134401ca53,True
Antonio Braga Neto,75.0,185.0,77.0,Orthodox,1987-10-29,http://ufcstats.com/fighter-details/fae67903c4fe636b,True
Journey Newson,65.0,135.0,67.0,Orthodox,1989-03-07,http://ufcstats.com/fighter-details/78f485f851891d68,True
Jeff Newton,74.0,205.0,,Sideways,1966-12-11,http://ufcstats.com/fighter-details/94609dd91731d428,True
Carlos Newton,69.0,170.0,,Orthodox,1976-08-17,http://ufcstats.com/fighter-details/952f6fa06f25a0ec,True
Francis Ngannou,76.0,250.0,83.0,Orthodox,1986-09-05,http://ufcstats.com/fighter-details/8d03ce87ca14e778,True
Ben Nguyen,65.0,125.0,65.0,Switch,1988-08-03,http://ufcstats.com/fighter-details/840d2c82ea68b9aa,True
Alex Nicholson,76.0,185.0,77.0,Orthodox,1990-05-02,http://ufcstats.com/fighter-details/2b6d855c6e280fb1,True
Mike Nickels,76.0,205.0,,Orthodox,1971-12-13,http://ufcstats.com/fighter-details/330ec26453c44a59,True
Matheus Nicolau,66.0,125.0,66.0,Orthodox,1993-01-06,http://ufcstats.com/fighter-details/1a31ef98efce7a79,True
Tom Niinimaki,69.0,145.0,69.0,Orthodox,1982-07-25,http://ufcstats.com/fighter-details/5fceb45939fc0c8a,True
Ramsey Nijem,71.0,155.0,75.0,Orthodox,1988-04-01,http://ufcstats.com/fighter-details/22aa91e402d0fe1f,True
Jack Nilson,,,,,,http://ufcstats.com/fighter-details/53e533db1b8e9712,True
Mats Nilsson,73.0,170.0,,Orthodox,1983-12-05,http://ufcstats.com/fighter-details/a9bcf8717dd12532,True
Guangyou Ning,64.0,145.0,64.0,Southpaw,1981-12-15,http://ufcstats.com/fighter-details/2c1170b825f58e57,True
Anthony Njokuani,73.0,155.0,75.0,Orthodox,1980-03-01,http://ufcstats.com/fighter-details/6bf5a7d3e081ade2,True
Chidi Njokuani,75.0,185.0,80.0,Orthodox,1988-12-31,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,True
Derrick Noble,69.0,170.0,,Southpaw,1978-08-14,http://ufcstats.com/fighter-details/21321cdfba797c52,True
Pedro Nobre,65.0,135.0,,,1986-02-13,http://ufcstats.com/fighter-details/e983c62faf677ab2,True
Antonio Rodrigo Nogueira,75.0,240.0,77.0,Orthodox,1976-06-02,http://ufcstats.com/fighter-details/ee9d73f4fee9cbdd,True
Rogerio Nogueira,74.0,205.0,75.0,Southpaw,1976-06-02,http://ufcstats.com/fighter-details/73e09f837f3b5ecc,True
Kyle Noke,73.0,170.0,76.0,Southpaw,1980-03-18,http://ufcstats.com/fighter-details/7339d340aa2889cb,True
KJ Noons,70.0,155.0,70.0,Orthodox,1982-12-07,http://ufcstats.com/fighter-details/b7ffa72aa148599a,True
Sage Northcutt,72.0,170.0,71.0,Orthodox,1996-03-01,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c,True
Jason Novelli,72.0,155.0,,Orthodox,1979-06-08,http://ufcstats.com/fighter-details/459e4dc69ec669b2,True
Phillipe Nover,69.0,145.0,72.0,Orthodox,1984-02-03,http://ufcstats.com/fighter-details/64360e618823a8e4,True
Shayilan Nuerdanbieke,68.0,145.0,69.0,Orthodox,1994-05-04,http://ufcstats.com/fighter-details/0a73acff6325c1e2,True
Diego Nunes,66.0,145.0,67.0,Orthodox,1982-11-30,http://ufcstats.com/fighter-details/3a24769a4855040a,True
Amanda Nunes,68.0,135.0,69.0,Orthodox,1988-05-30,http://ufcstats.com/fighter-details/80fa8218c99f9c58,True
Nina Nunes,65.0,115.0,64.0,Orthodox,1985-12-03,http://ufcstats.com/fighter-details/d343df8ba11f4c4e,True
Istela Nunes,64.0,115.0,66.0,Orthodox,1992-07-23,http://ufcstats.com/fighter-details/efc67b07eed39794,True
Josiane Nunes,62.0,135.0,67.0,Southpaw,1993-12-23,http://ufcstats.com/fighter-details/68d35296f566792b,True
Khabib Nurmagomedov,70.0,155.0,70.0,Orthodox,1988-09-20,http://ufcstats.com/fighter-details/032cc3922d871c7f,True
Said Nurmagomedov,68.0,135.0,70.0,Orthodox,1992-04-05,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,True
Abubakar Nurmagomedov,71.0,170.0,72.0,Orthodox,1989-11-13,http://ufcstats.com/fighter-details/029e1293e609fd74,True
Umar Nurmagomedov,68.0,135.0,,Orthodox,1996-03-01,http://ufcstats.com/fighter-details/2b6fc1c02736833d,True
Kennedy Nzechukwu,77.0,205.0,83.0,Southpaw,1992-06-13,http://ufcstats.com/fighter-details/8667caa0451d245b,True
Jake O'Brien,75.0,205.0,76.0,Orthodox,1984-09-25,http://ufcstats.com/fighter-details/20bcc9966affb19c,True
TJ O'Brien,74.0,155.0,,Orthodox,1987-01-01,http://ufcstats.com/fighter-details/d25b93992f285953,True
Sean O'Connell,73.0,205.0,74.0,Orthodox,1983-09-02,http://ufcstats.com/fighter-details/cb52f9490c2dc069,True
Sean O'Malley,71.0,135.0,72.0,Switch,1994-10-24,http://ufcstats.com/fighter-details/b50a426a33da0012,True
Chuck O'Neil,74.0,170.0,,,1985-09-22,http://ufcstats.com/fighter-details/56bc9ccb609df534,True
Casey O'Neill,66.0,125.0,69.0,Orthodox,1997-10-07,http://ufcstats.com/fighter-details/04835018f90b118c,True
Brendan O'Reilly,67.0,170.0,69.0,Orthodox,1987-06-24,http://ufcstats.com/fighter-details/494b0bfdbac74502,True
Volkan Oezdemir,74.0,205.0,75.0,Orthodox,1989-09-19,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,True
Andy Ogle,68.0,145.0,69.0,Orthodox,1989-02-16,http://ufcstats.com/fighter-details/b6c4451cb13c9303,True
Koji Oishi,68.0,170.0,,Orthodox,1977-05-31,http://ufcstats.com/fighter-details/01daf32100ed7517,True
Yushin Okami,74.0,170.0,75.0,Southpaw,1981-07-21,http://ufcstats.com/fighter-details/acff437707625fc7,True
Aleksei Oleinik,74.0,240.0,80.0,Orthodox,1977-06-20,http://ufcstats.com/fighter-details/98c23cb6da5b3352,True
Michal Oleksiejczuk,72.0,205.0,74.0,Southpaw,1995-02-22,http://ufcstats.com/fighter-details/0d65c432720accb9,True
Rafaello Oliveira,68.0,155.0,71.0,Orthodox,1982-01-26,http://ufcstats.com/fighter-details/15b1b21cd743d652,True
Charles Oliveira,70.0,155.0,74.0,Orthodox,1989-10-17,http://ufcstats.com/fighter-details/07225ba28ae309b6,True
Ednaldo Oliveira,77.0,205.0,,Orthodox,1984-02-19,http://ufcstats.com/fighter-details/acd9513399a8b09b,True
Alex Oliveira,71.0,170.0,76.0,Orthodox,1988-02-21,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,True
Maria Oliveira,65.0,115.0,69.0,Orthodox,1996-12-12,http://ufcstats.com/fighter-details/37d752ec41ed84bb,True
Saimon Oliveira,64.0,135.0,72.0,Orthodox,1991-04-21,http://ufcstats.com/fighter-details/72ea1984c52019b5,True
Wendell Oliveira Marques,70.0,170.0,,Orthodox,1983-06-01,http://ufcstats.com/fighter-details/32c03df3c9760069,True
Felipe Olivieri,69.0,155.0,,Orthodox,1985-04-12,http://ufcstats.com/fighter-details/948880beac71f028,True
Gadzhi Omargadzhiev,73.0,185.0,71.0,Switch,1993-02-24,http://ufcstats.com/fighter-details/684d3aee255a3d09,True
Alan Omer,70.0,145.0,,Orthodox,1988-09-14,http://ufcstats.com/fighter-details/f2ad06f1007c481a,True
Daniel Omielanczuk,72.0,247.0,74.0,Southpaw,1982-08-31,http://ufcstats.com/fighter-details/470fedbc8563ac47,True
Michihiro Omigawa,66.0,145.0,68.0,Orthodox,1975-12-19,http://ufcstats.com/fighter-details/9f842be1a5337be6,True
David Onama,71.0,155.0,74.0,Orthodox,1994-06-07,http://ufcstats.com/fighter-details/ffe9703408fb5964,True
Charlie Ontiveros,74.0,185.0,78.0,Switch,1991-07-04,http://ufcstats.com/fighter-details/318572f6f74b760d,True
Brian Ortega,68.0,145.0,69.0,Switch,1991-02-21,http://ufcstats.com/fighter-details/def8166ff24bd237,True
Tito Ortiz,75.0,205.0,74.0,Orthodox,1975-01-23,http://ufcstats.com/fighter-details/2f732dd9210d301f,True
Dustin Ortiz,65.0,125.0,65.0,Orthodox,1988-12-25,http://ufcstats.com/fighter-details/f53c1f4ceeed8c08,True
Ode Osbourne,67.0,125.0,73.0,Southpaw,1992-01-09,http://ufcstats.com/fighter-details/6d68c1afe954f121,True
Nick Osipczak,74.0,170.0,76.0,Orthodox,1984-12-30,http://ufcstats.com/fighter-details/5b407acfe0ef9b76,True
Nissen Osterneck,74.0,185.0,,Orthodox,1981-05-01,http://ufcstats.com/fighter-details/d632d156c0549e07,True
Rachael Ostovich,63.0,125.0,62.0,Orthodox,1991-02-25,http://ufcstats.com/fighter-details/01784fbc27c68b14,True
Zak Ottow,71.0,170.0,72.0,Orthodox,1986-12-22,http://ufcstats.com/fighter-details/47cd337b86b1af92,True
Alistair Overeem,76.0,265.0,80.0,Orthodox,1980-05-17,http://ufcstats.com/fighter-details/b4ad3a06ee4d660c,True
Alptekin Ozkilic,65.0,125.0,65.0,Orthodox,1986-03-27,http://ufcstats.com/fighter-details/e18a19001a3f7c7d,True
Nick Pace,67.0,135.0,68.0,Orthodox,1987-04-17,http://ufcstats.com/fighter-details/8cb76103cd8a1562,True
Larissa Pacheco,67.0,135.0,,Orthodox,1994-09-07,http://ufcstats.com/fighter-details/16b89be2f5c16fba,True
Teemu Packalen,73.0,155.0,75.0,Orthodox,1987-05-22,http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a,True
Damacio Page,66.0,135.0,66.0,Orthodox,1982-09-30,http://ufcstats.com/fighter-details/c96e2ae6021144a1,True
Dustin Pague,69.0,135.0,74.0,Orthodox,1987-08-05,http://ufcstats.com/fighter-details/55f80a8aeffcdb33,True
