FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,Has_fight,AGE
Ashkan Mokhtarian,66.0,125.0,67.0,Southpaw,1985-09-15,http://ufcstats.com/fighter-details/e9bc5748e6a76bb6,True,37.0
Suman Mokhtarian,68.0,145.0,72.0,Orthodox,1992-06-13,http://ufcstats.com/fighter-details/192520689012c7e4,True,30.0
Jeff Molina,66.0,125.0,69.0,Orthodox,1997-07-17,http://ufcstats.com/fighter-details/008ea710276c9606,True,25.0
Rudyard Moncayo,70.0,195.0,,Orthodox,,http://ufcstats.com/fighter-details/02d276b7d62b3472,True,
Jeff Monson,69.0,247.0,74.0,Orthodox,1971-01-18,http://ufcstats.com/fighter-details/cbfd1d34356a004c,True,52.0
Darrell Montague,66.0,125.0,67.0,Southpaw,1987-11-03,http://ufcstats.com/fighter-details/bffeb123b21c9aad,True,35.0
Augusto Montano,73.0,170.0,73.0,Orthodox,1984-10-25,http://ufcstats.com/fighter-details/94508d80e1f885fc,True,38.0
Erick Montano,72.0,170.0,73.0,Orthodox,1985-11-19,http://ufcstats.com/fighter-details/8163cd7de0342652,True,37.0
Nicco Montano,65.0,135.0,65.0,Southpaw,1988-12-16,http://ufcstats.com/fighter-details/1de9ad94de18eeaf,True,34.0
Steve Montgomery,76.0,185.0,,Southpaw,1990-12-19,http://ufcstats.com/fighter-details/6e92eb1242b46636,True,32.0
James Moontasri,70.0,170.0,71.0,Switch,1988-04-10,http://ufcstats.com/fighter-details/c06a9b48d4132c8e,True,34.0
Homer Moore,70.0,205.0,,Orthodox,1971-11-27,http://ufcstats.com/fighter-details/e56df3c1d8b4b1cc,True,51.0
Sergio Moraes,72.0,170.0,72.0,Orthodox,1982-07-23,http://ufcstats.com/fighter-details/1bcaac2d99b90fce,True,40.0
Marlon Moraes,66.0,135.0,67.0,Orthodox,1988-04-26,http://ufcstats.com/fighter-details/fea79f9bc8c68769,True,34.0
Sheymon Moraes,68.0,145.0,72.0,Orthodox,1990-10-11,http://ufcstats.com/fighter-details/0d62719b1dcf7c40,True,32.0
John Moraga,66.0,125.0,66.0,Orthodox,1984-03-20,http://ufcstats.com/fighter-details/92437c6775b3f7d1,True,38.0
Leonardo Morales,68.0,135.0,,Southpaw,1992-12-22,http://ufcstats.com/fighter-details/45230be0641f3f53,True,30.0
Albert Morales,69.0,135.0,72.0,Orthodox,1991-05-25,http://ufcstats.com/fighter-details/544d7460b3e44393,True,31.0
Joseph Morales,66.0,125.0,69.0,Switch,1994-08-22,http://ufcstats.com/fighter-details/2fe9032955c2e013,True,28.0
Vince Morales,67.0,135.0,70.0,Orthodox,1990-11-12,http://ufcstats.com/fighter-details/37098a6e6c27fb66,True,32.0
Omar Morales,71.0,145.0,73.0,Orthodox,1985-10-17,http://ufcstats.com/fighter-details/a0e6753c42698f13,True,37.0
Michael Morales,72.0,170.0,79.0,Orthodox,1999-06-24,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,True,23.0
Sarah Moras,67.0,135.0,67.0,Orthodox,1988-04-30,http://ufcstats.com/fighter-details/539ed332b3078821,True,34.0
Christian Morecraft,78.0,260.0,81.0,Orthodox,1986-09-08,http://ufcstats.com/fighter-details/80779d7441af1b52,True,36.0
Joe Moreira,71.0,195.0,,Southpaw,,http://ufcstats.com/fighter-details/df85d6ec3493d120,True,
Richardson Moreira,74.0,185.0,,Orthodox,1984-03-31,http://ufcstats.com/fighter-details/9147679e1a4ad4a3,True,38.0
Vinicius Moreira,76.0,205.0,76.0,Orthodox,1989-02-28,http://ufcstats.com/fighter-details/acb36c908d415c4a,True,33.0
Brandon Moreno,67.0,125.0,70.0,Orthodox,1993-12-07,http://ufcstats.com/fighter-details/792be9a24df82ed6,True,29.0
Dan Moret,72.0,155.0,73.0,Southpaw,1986-11-21,http://ufcstats.com/fighter-details/66e98b3bb5fc5250,True,36.0
Sammy Morgan,70.0,170.0,,Orthodox,1981-09-28,http://ufcstats.com/fighter-details/2067a177a2842fbf,True,41.0
Peggy Morgan,73.0,135.0,,,1979-12-16,http://ufcstats.com/fighter-details/92b36014314b028b,True,43.0
Alex Morono,71.0,170.0,72.0,Orthodox,1990-08-16,http://ufcstats.com/fighter-details/cdb96af67d096b1e,True,32.0
Maryna Moroz,67.0,125.0,67.0,Orthodox,1991-09-08,http://ufcstats.com/fighter-details/b4192a975027aab6,True,31.0
Sergey Morozov,66.0,135.0,67.0,Orthodox,1989-06-14,http://ufcstats.com/fighter-details/2f6a993c7f547c13,True,33.0
Brad Morris,74.0,205.0,,Orthodox,1979-11-01,http://ufcstats.com/fighter-details/6803d4d6908354ac,True,43.0
Scott Morris,70.0,210.0,,Orthodox,,http://ufcstats.com/fighter-details/be9d259be012e8a4,True,
Harry Moskowitz,77.0,275.0,,Orthodox,,http://ufcstats.com/fighter-details/4dc496aa0cfc0d95,True,
Nikolas Motta,69.0,155.0,70.0,Orthodox,1993-02-08,http://ufcstats.com/fighter-details/37f560436d745c18,True,29.0
Flavio Luiz Moura,71.0,183.0,,Open Stance,,http://ufcstats.com/fighter-details/ab35634d1a8c7a11,True,
Gegard Mousasi,74.0,185.0,76.0,Orthodox,1985-08-01,http://ufcstats.com/fighter-details/232c582f29f8f65e,True,37.0
Kris Moutinho,67.0,135.0,68.0,Southpaw,1992-08-09,http://ufcstats.com/fighter-details/9c27f3217891f3f0,True,30.0
Jamie Moyle,61.0,115.0,65.0,Orthodox,1989-03-17,http://ufcstats.com/fighter-details/882d62561063a927,True,33.0
Askar Mozharov,75.0,205.0,,,1994-10-26,http://ufcstats.com/fighter-details/e92901944ce91909,True,28.0
Lauren Mueller,65.0,125.0,67.0,Orthodox,1991-11-15,http://ufcstats.com/fighter-details/f923e012414c883e,True,31.0
Belal Muhammad,71.0,170.0,72.0,Orthodox,1988-07-09,http://ufcstats.com/fighter-details/b1b0729d27936f2f,True,34.0
Quinn Mulhern,75.0,155.0,,Orthodox,1984-09-20,http://ufcstats.com/fighter-details/16af2d5a6f28bee2,True,38.0
James Mulheron,70.0,243.0,73.0,Orthodox,1988-02-20,http://ufcstats.com/fighter-details/8d5350fa18b79e9a,True,34.0
Jamie Mullarkey,72.0,155.0,74.0,Orthodox,1994-08-17,http://ufcstats.com/fighter-details/af9f42e6894047fc,True,28.0
Jim Mullen,73.0,215.0,,Southpaw,,http://ufcstats.com/fighter-details/1a49e0670dfaca31,True,
Pedro Munhoz,66.0,135.0,65.0,Orthodox,1986-09-07,http://ufcstats.com/fighter-details/6bd02119599741a4,True,36.0
Andre Muniz,73.0,185.0,78.0,Southpaw,1990-02-17,http://ufcstats.com/fighter-details/886264a0c9f4ea5e,True,32.0
Mark Munoz,72.0,185.0,71.0,Orthodox,1978-02-09,http://ufcstats.com/fighter-details/179f1948dc234f1f,True,44.0
Alexander Munoz,69.0,155.0,72.0,Switch,1990-02-27,http://ufcstats.com/fighter-details/f8f1ec513bcfef43,True,32.0
Johnny Munoz,69.0,135.0,71.0,Orthodox,1993-02-16,http://ufcstats.com/fighter-details/f6bcbd91b114ff58,True,29.0
Makhmud Muradov,74.0,185.0,75.0,Orthodox,1990-02-08,http://ufcstats.com/fighter-details/ea7e5bc78d9de658,True,32.0
Kanako Murata,61.0,115.0,62.0,Orthodox,1993-08-10,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0,True,29.0
Tom Murphy,74.0,227.0,,Southpaw,1974-11-19,http://ufcstats.com/fighter-details/62918a2118de08b2,True,48.0
Lauren Murphy,65.0,125.0,67.0,Orthodox,1983-07-27,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97,True,39.0
Lerone Murphy,69.0,145.0,73.0,Orthodox,1991-07-22,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,True,31.0
Lee Murray,75.0,185.0,,Orthodox,1977-09-12,http://ufcstats.com/fighter-details/32016899d0a222a3,True,45.0
Khalid Murtazaliev,72.0,185.0,76.0,Orthodox,1993-07-15,http://ufcstats.com/fighter-details/231cae8b77fbbcc1,True,29.0
Azamat Murzakanov,70.0,225.0,71.0,Southpaw,1989-04-12,http://ufcstats.com/fighter-details/e90a2f22417af68e,True,33.0
Nicholas Musoke,72.0,170.0,75.0,Orthodox,1986-04-05,http://ufcstats.com/fighter-details/8b5f9ea38184ded3,True,36.0
Magomed Mustafaev,68.0,155.0,71.0,Orthodox,1988-08-02,http://ufcstats.com/fighter-details/31d7446b184e3305,True,34.0
Elvis Mutapcic,72.0,185.0,72.0,Orthodox,1986-07-19,http://ufcstats.com/fighter-details/28c55b4087a6f136,True,36.0
Na Liang,65.0,115.0,67.0,Orthodox,1996-07-27,http://ufcstats.com/fighter-details/ec0dcceace7d25a3,True,26.0
Rin Nakai,61.0,135.0,,Orthodox,1986-10-22,http://ufcstats.com/fighter-details/f9ae6914f604aa9f,True,36.0
Kazuhiro Nakamura,71.0,205.0,70.0,Orthodox,1979-07-16,http://ufcstats.com/fighter-details/b034747dc1d15491,True,43.0
Keita Nakamura,71.0,170.0,73.0,Southpaw,1984-05-22,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,True,38.0
Jutaro Nakao,69.0,170.0,,Southpaw,1970-11-30,http://ufcstats.com/fighter-details/95eb112a85601a0a,True,52.0
Yui Chul Nam,69.0,145.0,,Orthodox,1981-07-16,http://ufcstats.com/fighter-details/a00ec21cfbba17b6,True,41.0
Tyson Nam,67.0,125.0,68.0,Orthodox,1983-10-06,http://ufcstats.com/fighter-details/6e00cfffd54653c4,True,39.0
Rose Namajunas,65.0,115.0,65.0,Orthodox,1992-06-29,http://ufcstats.com/fighter-details/47b63240018d5d86,True,30.0
Nad Narimani,68.0,145.0,70.0,Orthodox,1987-04-14,http://ufcstats.com/fighter-details/776a58a67665a171,True,35.0
Roger Narvaez,75.0,185.0,,Southpaw,1983-09-09,http://ufcstats.com/fighter-details/3a12a2f096a6d975,True,39.0
Allan Nascimento,68.0,125.0,69.0,Orthodox,1991-09-11,http://ufcstats.com/fighter-details/253076a23d03dcd0,True,31.0
Rodrigo Nascimento,74.0,246.0,80.0,Orthodox,1992-11-26,http://ufcstats.com/fighter-details/d31a5546c0e9b213,True,30.0
Bobby Nash,72.0,170.0,74.0,Orthodox,1990-03-26,http://ufcstats.com/fighter-details/7dfb56f24fe5ddea,True,32.0
Reza Nasri,71.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/d41937647eae9a34,True,
Rafael Natal,72.0,185.0,77.0,Orthodox,1982-12-25,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0,True,40.0
Kevin Natividad,66.0,145.0,70.0,Orthodox,1993-04-02,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1,True,29.0
Ismail Naurdiev,70.0,170.0,74.0,Orthodox,1996-08-18,http://ufcstats.com/fighter-details/6a96ad1bc34fb113,True,26.0
Tafon Nchukwi,72.0,205.0,77.0,Orthodox,1994-10-14,http://ufcstats.com/fighter-details/6aae253467e8f9ce,True,28.0
Dustin Neace,69.0,145.0,,,1986-09-12,http://ufcstats.com/fighter-details/e503aa5c252a1b4d,True,36.0
Geoff Neal,71.0,170.0,75.0,Southpaw,1990-08-28,http://ufcstats.com/fighter-details/b997be68943010fc,True,32.0
Stanislav Nedkov,71.0,205.0,71.0,Orthodox,1981-12-09,http://ufcstats.com/fighter-details/1d4bbaabd8b60173,True,41.0
Josh Neer,71.0,170.0,72.0,Orthodox,1983-03-24,http://ufcstats.com/fighter-details/d1a1314976c50bef,True,39.0
Nicolae Negumereanu,72.0,205.0,78.0,Orthodox,1994-09-04,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb,True,28.0
Steve Nelmark,72.0,240.0,,Orthodox,,http://ufcstats.com/fighter-details/13e62d766b709aa6,True,
Shane Nelson,69.0,155.0,70.0,Southpaw,1984-11-29,http://ufcstats.com/fighter-details/2db7fa8db6bc9632,True,38.0
Roy Nelson,72.0,263.0,73.0,Orthodox,1976-06-20,http://ufcstats.com/fighter-details/3f7c14c7eca7195d,True,46.0
Gunnar Nelson,71.0,170.0,72.0,Switch,1988-07-28,http://ufcstats.com/fighter-details/fd55393021a8c255,True,34.0
Kyle Nelson,71.0,155.0,71.0,Switch,1991-04-20,http://ufcstats.com/fighter-details/31f8081c7600da93,True,31.0
Mario Neto,72.0,229.0,,Orthodox,,http://ufcstats.com/fighter-details/1209b5134401ca53,True,
Antonio Braga Neto,75.0,185.0,77.0,Orthodox,1987-10-29,http://ufcstats.com/fighter-details/fae67903c4fe636b,True,35.0
Journey Newson,65.0,135.0,67.0,Orthodox,1989-03-07,http://ufcstats.com/fighter-details/78f485f851891d68,True,33.0
Jeff Newton,74.0,205.0,,Sideways,1966-12-11,http://ufcstats.com/fighter-details/94609dd91731d428,True,56.0
Carlos Newton,69.0,170.0,,Orthodox,1976-08-17,http://ufcstats.com/fighter-details/952f6fa06f25a0ec,True,46.0
Francis Ngannou,76.0,250.0,83.0,Orthodox,1986-09-05,http://ufcstats.com/fighter-details/8d03ce87ca14e778,True,36.0
Ben Nguyen,65.0,125.0,65.0,Switch,1988-08-03,http://ufcstats.com/fighter-details/840d2c82ea68b9aa,True,34.0
Alex Nicholson,76.0,185.0,77.0,Orthodox,1990-05-02,http://ufcstats.com/fighter-details/2b6d855c6e280fb1,True,32.0
Mike Nickels,76.0,205.0,,Orthodox,1971-12-13,http://ufcstats.com/fighter-details/330ec26453c44a59,True,51.0
Matheus Nicolau,66.0,125.0,66.0,Orthodox,1993-01-06,http://ufcstats.com/fighter-details/1a31ef98efce7a79,True,30.0
Tom Niinimaki,69.0,145.0,69.0,Orthodox,1982-07-25,http://ufcstats.com/fighter-details/5fceb45939fc0c8a,True,40.0
Ramsey Nijem,71.0,155.0,75.0,Orthodox,1988-04-01,http://ufcstats.com/fighter-details/22aa91e402d0fe1f,True,34.0
Jack Nilson,,,,,,http://ufcstats.com/fighter-details/53e533db1b8e9712,True,
Mats Nilsson,73.0,170.0,,Orthodox,1983-12-05,http://ufcstats.com/fighter-details/a9bcf8717dd12532,True,39.0
Guangyou Ning,64.0,145.0,64.0,Southpaw,1981-12-15,http://ufcstats.com/fighter-details/2c1170b825f58e57,True,41.0
Anthony Njokuani,73.0,155.0,75.0,Orthodox,1980-03-01,http://ufcstats.com/fighter-details/6bf5a7d3e081ade2,True,42.0
Chidi Njokuani,75.0,185.0,80.0,Orthodox,1988-12-31,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,True,34.0
Derrick Noble,69.0,170.0,,Southpaw,1978-08-14,http://ufcstats.com/fighter-details/21321cdfba797c52,True,44.0
Pedro Nobre,65.0,135.0,,,1986-02-13,http://ufcstats.com/fighter-details/e983c62faf677ab2,True,36.0
Antonio Rodrigo Nogueira,75.0,240.0,77.0,Orthodox,1976-06-02,http://ufcstats.com/fighter-details/ee9d73f4fee9cbdd,True,46.0
Rogerio Nogueira,74.0,205.0,75.0,Southpaw,1976-06-02,http://ufcstats.com/fighter-details/73e09f837f3b5ecc,True,46.0
Kyle Noke,73.0,170.0,76.0,Southpaw,1980-03-18,http://ufcstats.com/fighter-details/7339d340aa2889cb,True,42.0
KJ Noons,70.0,155.0,70.0,Orthodox,1982-12-07,http://ufcstats.com/fighter-details/b7ffa72aa148599a,True,40.0
Sage Northcutt,72.0,170.0,71.0,Orthodox,1996-03-01,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c,True,26.0
Jason Novelli,72.0,155.0,,Orthodox,1979-06-08,http://ufcstats.com/fighter-details/459e4dc69ec669b2,True,43.0
Phillipe Nover,69.0,145.0,72.0,Orthodox,1984-02-03,http://ufcstats.com/fighter-details/64360e618823a8e4,True,38.0
Shayilan Nuerdanbieke,68.0,145.0,69.0,Orthodox,1994-05-04,http://ufcstats.com/fighter-details/0a73acff6325c1e2,True,28.0
Diego Nunes,66.0,145.0,67.0,Orthodox,1982-11-30,http://ufcstats.com/fighter-details/3a24769a4855040a,True,40.0
Amanda Nunes,68.0,135.0,69.0,Orthodox,1988-05-30,http://ufcstats.com/fighter-details/80fa8218c99f9c58,True,34.0
Nina Nunes,65.0,115.0,64.0,Orthodox,1985-12-03,http://ufcstats.com/fighter-details/d343df8ba11f4c4e,True,37.0
Istela Nunes,64.0,115.0,66.0,Orthodox,1992-07-23,http://ufcstats.com/fighter-details/efc67b07eed39794,True,30.0
Josiane Nunes,62.0,135.0,67.0,Southpaw,1993-12-23,http://ufcstats.com/fighter-details/68d35296f566792b,True,29.0
Khabib Nurmagomedov,70.0,155.0,70.0,Orthodox,1988-09-20,http://ufcstats.com/fighter-details/032cc3922d871c7f,True,34.0
Said Nurmagomedov,68.0,135.0,70.0,Orthodox,1992-04-05,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,True,30.0
Abubakar Nurmagomedov,71.0,170.0,72.0,Orthodox,1989-11-13,http://ufcstats.com/fighter-details/029e1293e609fd74,True,33.0
Umar Nurmagomedov,68.0,135.0,,Orthodox,1996-03-01,http://ufcstats.com/fighter-details/2b6fc1c02736833d,True,26.0
Kennedy Nzechukwu,77.0,205.0,83.0,Southpaw,1992-06-13,http://ufcstats.com/fighter-details/8667caa0451d245b,True,30.0
Jake O'Brien,75.0,205.0,76.0,Orthodox,1984-09-25,http://ufcstats.com/fighter-details/20bcc9966affb19c,True,38.0
TJ O'Brien,74.0,155.0,,Orthodox,1987-01-01,http://ufcstats.com/fighter-details/d25b93992f285953,True,36.0
Sean O'Connell,73.0,205.0,74.0,Orthodox,1983-09-02,http://ufcstats.com/fighter-details/cb52f9490c2dc069,True,39.0
Sean O'Malley,71.0,135.0,72.0,Switch,1994-10-24,http://ufcstats.com/fighter-details/b50a426a33da0012,True,28.0
Chuck O'Neil,74.0,170.0,,,1985-09-22,http://ufcstats.com/fighter-details/56bc9ccb609df534,True,37.0
Casey O'Neill,66.0,125.0,69.0,Orthodox,1997-10-07,http://ufcstats.com/fighter-details/04835018f90b118c,True,25.0
Brendan O'Reilly,67.0,170.0,69.0,Orthodox,1987-06-24,http://ufcstats.com/fighter-details/494b0bfdbac74502,True,35.0
Volkan Oezdemir,74.0,205.0,75.0,Orthodox,1989-09-19,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,True,33.0
Andy Ogle,68.0,145.0,69.0,Orthodox,1989-02-16,http://ufcstats.com/fighter-details/b6c4451cb13c9303,True,33.0
Koji Oishi,68.0,170.0,,Orthodox,1977-05-31,http://ufcstats.com/fighter-details/01daf32100ed7517,True,45.0
Yushin Okami,74.0,170.0,75.0,Southpaw,1981-07-21,http://ufcstats.com/fighter-details/acff437707625fc7,True,41.0
Aleksei Oleinik,74.0,240.0,80.0,Orthodox,1977-06-20,http://ufcstats.com/fighter-details/98c23cb6da5b3352,True,45.0
Michal Oleksiejczuk,72.0,205.0,74.0,Southpaw,1995-02-22,http://ufcstats.com/fighter-details/0d65c432720accb9,True,27.0
Rafaello Oliveira,68.0,155.0,71.0,Orthodox,1982-01-26,http://ufcstats.com/fighter-details/15b1b21cd743d652,True,41.0
Charles Oliveira,70.0,155.0,74.0,Orthodox,1989-10-17,http://ufcstats.com/fighter-details/07225ba28ae309b6,True,33.0
Ednaldo Oliveira,77.0,205.0,,Orthodox,1984-02-19,http://ufcstats.com/fighter-details/acd9513399a8b09b,True,38.0
Alex Oliveira,71.0,170.0,76.0,Orthodox,1988-02-21,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,True,34.0
Maria Oliveira,65.0,115.0,69.0,Orthodox,1996-12-12,http://ufcstats.com/fighter-details/37d752ec41ed84bb,True,26.0
Saimon Oliveira,64.0,135.0,72.0,Orthodox,1991-04-21,http://ufcstats.com/fighter-details/72ea1984c52019b5,True,31.0
Wendell Oliveira Marques,70.0,170.0,,Orthodox,1983-06-01,http://ufcstats.com/fighter-details/32c03df3c9760069,True,39.0
Felipe Olivieri,69.0,155.0,,Orthodox,1985-04-12,http://ufcstats.com/fighter-details/948880beac71f028,True,37.0
Gadzhi Omargadzhiev,73.0,185.0,71.0,Switch,1993-02-24,http://ufcstats.com/fighter-details/684d3aee255a3d09,True,29.0
Alan Omer,70.0,145.0,,Orthodox,1988-09-14,http://ufcstats.com/fighter-details/f2ad06f1007c481a,True,34.0
Daniel Omielanczuk,72.0,247.0,74.0,Southpaw,1982-08-31,http://ufcstats.com/fighter-details/470fedbc8563ac47,True,40.0
Michihiro Omigawa,66.0,145.0,68.0,Orthodox,1975-12-19,http://ufcstats.com/fighter-details/9f842be1a5337be6,True,47.0
David Onama,71.0,155.0,74.0,Orthodox,1994-06-07,http://ufcstats.com/fighter-details/ffe9703408fb5964,True,28.0
Charlie Ontiveros,74.0,185.0,78.0,Switch,1991-07-04,http://ufcstats.com/fighter-details/318572f6f74b760d,True,31.0
Brian Ortega,68.0,145.0,69.0,Switch,1991-02-21,http://ufcstats.com/fighter-details/def8166ff24bd237,True,31.0
Tito Ortiz,75.0,205.0,74.0,Orthodox,1975-01-23,http://ufcstats.com/fighter-details/2f732dd9210d301f,True,48.0
Dustin Ortiz,65.0,125.0,65.0,Orthodox,1988-12-25,http://ufcstats.com/fighter-details/f53c1f4ceeed8c08,True,34.0
Ode Osbourne,67.0,125.0,73.0,Southpaw,1992-01-09,http://ufcstats.com/fighter-details/6d68c1afe954f121,True,31.0
Nick Osipczak,74.0,170.0,76.0,Orthodox,1984-12-30,http://ufcstats.com/fighter-details/5b407acfe0ef9b76,True,38.0
Nissen Osterneck,74.0,185.0,,Orthodox,1981-05-01,http://ufcstats.com/fighter-details/d632d156c0549e07,True,41.0
Rachael Ostovich,63.0,125.0,62.0,Orthodox,1991-02-25,http://ufcstats.com/fighter-details/01784fbc27c68b14,True,31.0
Zak Ottow,71.0,170.0,72.0,Orthodox,1986-12-22,http://ufcstats.com/fighter-details/47cd337b86b1af92,True,36.0
Alistair Overeem,76.0,265.0,80.0,Orthodox,1980-05-17,http://ufcstats.com/fighter-details/b4ad3a06ee4d660c,True,42.0
Alptekin Ozkilic,65.0,125.0,65.0,Orthodox,1986-03-27,http://ufcstats.com/fighter-details/e18a19001a3f7c7d,True,36.0
Nick Pace,67.0,135.0,68.0,Orthodox,1987-04-17,http://ufcstats.com/fighter-details/8cb76103cd8a1562,True,35.0
Larissa Pacheco,67.0,135.0,,Orthodox,1994-09-07,http://ufcstats.com/fighter-details/16b89be2f5c16fba,True,28.0
Teemu Packalen,73.0,155.0,75.0,Orthodox,1987-05-22,http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a,True,35.0
Damacio Page,66.0,135.0,66.0,Orthodox,1982-09-30,http://ufcstats.com/fighter-details/c96e2ae6021144a1,True,40.0
Dustin Pague,69.0,135.0,74.0,Orthodox,1987-08-05,http://ufcstats.com/fighter-details/55f80a8aeffcdb33,True,35.0
Raulian Paiva,68.0,135.0,69.0,Orthodox,1995-10-17,http://ufcstats.com/fighter-details/82b4e942781b1046,True,27.0
Fredson Paixao,66.0,145.0,66.0,Orthodox,1979-05-13,http://ufcstats.com/fighter-details/320edfb0332b7073,True,43.0
Bart Palaszewski,69.0,145.0,70.0,Orthodox,1983-05-30,http://ufcstats.com/fighter-details/4304992c2acc187b,True,39.0
Sasha Palatnikov,73.0,170.0,72.0,Switch,1989-03-15,http://ufcstats.com/fighter-details/a6c20202c701e5ca,True,33.0
Soa Palelei,76.0,265.0,81.0,Orthodox,1977-07-12,http://ufcstats.com/fighter-details/60029bcf496bd707,True,45.0
Rousimar Palhares,68.0,170.0,71.0,Orthodox,1980-02-26,http://ufcstats.com/fighter-details/8ddf9c51c5fdea75,True,42.0
Tulio Palhares,,180.0,,,,http://ufcstats.com/fighter-details/e8c170a64dc920ac,True,
Alexandre Pantoja,65.0,125.0,67.0,Orthodox,1990-04-16,http://ufcstats.com/fighter-details/a0f0004aadf10b71,True,32.0
Jared Papazian,68.0,135.0,67.0,Southpaw,1988-02-01,http://ufcstats.com/fighter-details/edad57b3dddf2168,True,34.0
Joe Pardo,73.0,210.0,,Southpaw,,http://ufcstats.com/fighter-details/74fefd43f073cd2f,True,
Remco Pardoel,75.0,260.0,,Southpaw,,http://ufcstats.com/fighter-details/749685d24e2cac50,True,
Josh Parisian,76.0,265.0,79.0,Orthodox,1989-06-28,http://ufcstats.com/fighter-details/b5da8f7d05e85a55,True,33.0
Karo Parisyan,70.0,170.0,72.0,Orthodox,1982-08-28,http://ufcstats.com/fighter-details/349aaa3da11eb587,True,40.0
Junyong Park,70.0,185.0,73.0,Orthodox,1991-02-27,http://ufcstats.com/fighter-details/285ae0b4a68221f4,True,31.0
Norman Parke,71.0,155.0,70.0,Southpaw,1986-12-22,http://ufcstats.com/fighter-details/14ff46596ad80609,True,36.0
Ryan Parker,75.0,235.0,,Southpaw,,http://ufcstats.com/fighter-details/6a0b80a24f22e152,True,
Preston Parsons,71.0,170.0,71.0,Orthodox,1995-07-15,http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0,True,27.0
Jorge Patino,68.0,170.0,,Orthodox,1973-08-05,http://ufcstats.com/fighter-details/c8cca8f3de5be4b4,True,49.0
Claude Patrick,71.0,170.0,75.0,Orthodox,1980-06-14,http://ufcstats.com/fighter-details/56116a79e4deed06,True,42.0
Alan Patrick,71.0,155.0,74.0,Southpaw,1983-07-19,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8,True,39.0
Michael Patt,72.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/83d0de122f2f9664,True,
Julio Paulino,72.0,170.0,,Orthodox,1975-12-04,http://ufcstats.com/fighter-details/60c72f7459827881,True,47.0
Sergei Pavlovich,75.0,257.0,84.0,Southpaw,1992-05-13,http://ufcstats.com/fighter-details/f14cf73e51b29254,True,30.0
